 This simulation started under the following conditions!
 
 The input simulation start time            1           1        1961
  Month   9   Day  12     1961
  Month   9   Day  13     1961
  Month   9   Day  14     1961
  Month   9   Day  15     1961
  Month   9   Day  16     1961
  Month   9   Day  17     1961
  Month   9   Day  18     1961
  Month   9   Day  19     1961
  Month   9   Day  20     1961
  Month   9   Day  21     1961
  Month   9   Day  22     1961
  Month   9   Day  23     1961
  Month   9   Day  24     1961
  Month   9   Day  25     1961
  Month   9   Day  26     1961
  Month   9   Day  27     1961
  Month   9   Day  28     1961
  Month   9   Day  29     1961
  Month   9   Day  30     1961
  Month  10   Day   1     1961
  Month  10   Day   2     1961
  Month  10   Day   3     1961
  Month  10   Day   4     1961
  Month  10   Day   5     1961
  Month  10   Day   6     1961
  Month  10   Day   7     1961
  Month  10   Day   8     1961
  Month  10   Day   9     1961
  Month  10   Day  10     1961
  Month  10   Day  11     1961
  Month  10   Day  12     1961
  Month  10   Day  13     1961
  Month  10   Day  14     1961
  Month  10   Day  15     1961
  Month  10   Day  16     1961
  Month  10   Day  17     1961
  Month  10   Day  18     1961
  Month  10   Day  19     1961
  Month  10   Day  20     1961
  Month  10   Day  21     1961
  Month  10   Day  22     1961
  Month  10   Day  23     1961
  Month  10   Day  24     1961
  Month  10   Day  25     1961
  Month  10   Day  26     1961
  Month  10   Day  27     1961
  Month  10   Day  28     1961
  Month  10   Day  29     1961
  Month  10   Day  30     1961
  Month  10   Day  31     1961
  Month  11   Day   1     1961
  Month  11   Day   2     1961
  Month  11   Day   3     1961
  Month  11   Day   4     1961
  Month  11   Day   5     1961
  Month  11   Day   6     1961
  Month  11   Day   7     1961
  Month  11   Day   8     1961
  Month  11   Day   9     1961    0.03    0.00
  Month  11   Day  10     1961    0.02    0.00
  Month  11   Day  11     1961
  Month  11   Day  12     1961
  Month  11   Day  13     1961
  Month  11   Day  14     1961
  Month  11   Day  15     1961
  Month  11   Day  16     1961
  Month  11   Day  17     1961
  Month  11   Day  18     1961    0.01    0.00
  Month  11   Day  19     1961    0.01    0.00
  Month  11   Day  20     1961    0.00    0.00
  Month  11   Day  21     1961    0.00    0.00
  Month  11   Day  22     1961    0.00    0.00
  Month  11   Day  23     1961    0.00    0.00
  Month  11   Day  24     1961    0.00    0.00
  Month  11   Day  25     1961    0.00    0.00
  Month  11   Day  26     1961
  Month  11   Day  27     1961
  Month  11   Day  28     1961    0.01    0.00
  Month  11   Day  29     1961    0.01    0.00
  Month  11   Day  30     1961    0.00    0.00
  Month  12   Day   1     1961    0.00    0.00
  Month  12   Day   2     1961
  Month  12   Day   3     1961
  Month  12   Day   4     1961
  Month  12   Day   5     1961
  Month  12   Day   6     1961    0.01    0.00
  Month  12   Day   7     1961    0.00    0.00
  Month  12   Day   8     1961    0.05    0.00
  Month  12   Day   9     1961    0.06    0.00
  Month  12   Day  10     1961    0.09    0.00
  Month  12   Day  11     1961    0.12    0.00
  Month  12   Day  12     1961    0.14    0.00
  Month  12   Day  13     1961    0.17    0.01
  Month  12   Day  14     1961    0.19    0.01
  Month  12   Day  15     1961    0.21    0.01
  Month  12   Day  16     1961    0.23    0.01
  Month  12   Day  17     1961    0.24    0.01
  Month  12   Day  18     1961    0.24    0.01
  Month  12   Day  19     1961    0.23    0.01
  Month  12   Day  20     1961    0.23    0.02
  Month  12   Day  21     1961    0.23    0.02
  Month  12   Day  22     1961    0.24    0.02
  Month  12   Day  23     1961    0.23    0.02
  Month  12   Day  24     1961    0.23    0.02
  Month  12   Day  25     1961    0.23    0.02
  Month  12   Day  26     1961    0.24    0.02
  Month  12   Day  27     1961    0.25    0.02
  Month  12   Day  28     1961    0.27    0.02
  Month  12   Day  29     1961    0.28    0.02
  Month  12   Day  30     1961    0.30    0.02
  Month  12   Day  31     1961    0.30    0.02
  Month   1   Day   1     1962    0.31    0.02
  Month   1   Day   2     1962    0.31    0.02
  Month   1   Day   3     1962    0.30    0.02
  Month   1   Day   4     1962    0.29    0.00
  Month   1   Day   5     1962    0.28    0.00
  Month   1   Day   6     1962    0.28    0.00
  Month   1   Day   7     1962    0.28    0.01
  Month   1   Day   8     1962    0.29    0.01
  Month   1   Day   9     1962    0.30    0.01
  Month   1   Day  10     1962    0.32    0.01
  Month   1   Day  11     1962    0.34    0.01
  Month   1   Day  12     1962    0.35    0.01
  Month   1   Day  13     1962    0.35    0.01
  Month   1   Day  14     1962    0.34    0.00
  Month   1   Day  15     1962    0.35    0.01
  Month   1   Day  16     1962    0.36    0.01
  Month   1   Day  17     1962    0.38    0.01
  Month   1   Day  18     1962    0.41    0.01
  Month   1   Day  19     1962    0.43    0.01
  Month   1   Day  20     1962    0.45    0.01
  Month   1   Day  21     1962    0.46    0.01
  Month   1   Day  22     1962    0.46    0.02
  Month   1   Day  23     1962    0.47    0.02
  Month   1   Day  24     1962    0.47    0.02
  Month   1   Day  25     1962    0.46    0.00
  Month   1   Day  26     1962    0.45    0.00
  Month   1   Day  27     1962    0.45    0.00
  Month   1   Day  28     1962    0.46    0.00
  Month   1   Day  29     1962    0.46    0.02
  Month   1   Day  30     1962    0.47    0.02
  Month   1   Day  31     1962    0.48    0.02
  Month   2   Day   1     1962    0.49    0.02
  Month   2   Day   2     1962    0.49    0.02
  Month   2   Day   3     1962    0.49    0.01
  Month   2   Day   4     1962    0.47    0.00
  Month   2   Day   5     1962    0.45    0.00
  Month   2   Day   6     1962    0.46    0.00
  Month   2   Day   7     1962    0.48    0.00
  Month   2   Day   8     1962    0.50    0.00
  Month   2   Day   9     1962    0.51    0.00
  Month   2   Day  10     1962    0.51    0.00
  Month   2   Day  11     1962    0.52    0.00
  Month   2   Day  12     1962    0.50    0.00
  Month   2   Day  13     1962    0.48    0.00
  Month   2   Day  14     1962    0.46    0.00
  Month   2   Day  15     1962    0.44    0.00
  Month   2   Day  16     1962    0.42    0.00
  Month   2   Day  17     1962    0.40    0.00
  Month   2   Day  18     1962    0.41    0.00
  Month   2   Day  19     1962    0.41    0.00
  Month   2   Day  20     1962    0.41    0.00
  Month   2   Day  21     1962    0.41    0.00
  Month   2   Day  22     1962    0.42    0.01
  Month   2   Day  23     1962    0.42    0.01
  Month   2   Day  24     1962    0.42    0.02
  Month   2   Day  25     1962    0.42    0.03
  Month   2   Day  26     1962    0.42    0.03
  Month   2   Day  27     1962    0.43    0.03
  Month   2   Day  28     1962    0.43    0.03
  Month   3   Day   1     1962    0.45    0.03
   4.000000       13.00000    
  Month   3   Day   2     1962    0.46    0.03
  Month   3   Day   3     1962    0.46    0.03
  Month   3   Day   4     1962    0.46    0.03
  Month   3   Day   5     1962    0.46    0.04
  Month   3   Day   6     1962    0.46    0.04
  Month   3   Day   7     1962    0.46    0.04
  Month   3   Day   8     1962    0.46    0.02
  Month   3   Day   9     1962    0.43    0.00
  Month   3   Day  10     1962    0.41    0.00
  Month   3   Day  11     1962    0.39    0.00
  Month   3   Day  12     1962    0.37    0.00
  Month   3   Day  13     1962    0.35    0.00
  Month   3   Day  14     1962    0.33    0.00
  Month   3   Day  15     1962    0.31    0.00
  Month   3   Day  16     1962    0.29    0.00
  Month   3   Day  17     1962    0.26    0.00
  Month   3   Day  18     1962    0.23    0.00
  Month   3   Day  19     1962    0.20    0.00
  Month   3   Day  20     1962    0.17    0.00
  Month   3   Day  21     1962    0.14    0.00
  Month   3   Day  22     1962    0.13    0.00
  Month   3   Day  23     1962    0.12    0.00
  Month   3   Day  24     1962    0.09    0.00
  Month   3   Day  25     1962    0.06    0.00
  Month   3   Day  26     1962    0.03    0.00
  Month   3   Day  27     1962
  Month   3   Day  28     1962
  Month   3   Day  29     1962
  Month   3   Day  30     1962
  Month   3   Day  31     1962
  Month   4   Day   1     1962
  Month   4   Day   2     1962
  Month   4   Day   3     1962
  Month   4   Day   4     1962
  Month   4   Day   5     1962
  Month   4   Day   6     1962
  Month   4   Day   7     1962
  Month   4   Day   8     1962
  Month   4   Day   9     1962
  Month   4   Day  10     1962
  Month   4   Day  11     1962
  Month   4   Day  12     1962
  Month   4   Day  13     1962
  Month   4   Day  14     1962
  Month   4   Day  15     1962
  Month   4   Day  16     1962
  Month   4   Day  17     1962
  Month   4   Day  18     1962
  Month   4   Day  19     1962
  Month   4   Day  20     1962
  Month   4   Day  21     1962
  Month   4   Day  22     1962
  Month   4   Day  23     1962
  Month   4   Day  24     1962
  Month   4   Day  25     1962
  Month   4   Day  26     1962
  Month   4   Day  27     1962
  Month   4   Day  28     1962
  Month   4   Day  29     1962
  Month   4   Day  30     1962
  Month   5   Day   1     1962
  Month   5   Day   2     1962
  Month   5   Day   3     1962
  Month   5   Day   4     1962
  Month   5   Day   5     1962
  Month   5   Day   6     1962
  Month   5   Day   7     1962
  Month   5   Day   8     1962
  Month   5   Day   9     1962
  Month   5   Day  10     1962
  Month   5   Day  11     1962
  Month   5   Day  12     1962
  Month   5   Day  13     1962
  Month   5   Day  14     1962
  Month   5   Day  15     1962
  Month   5   Day  16     1962
  Month   5   Day  17     1962
  Month   5   Day  18     1962
  Month   5   Day  19     1962
  Month   5   Day  20     1962
  Month   5   Day  21     1962
  Month   5   Day  22     1962
  Month   5   Day  23     1962
  Month   5   Day  24     1962
  Month   5   Day  25     1962
  Month   5   Day  26     1962
  Month   5   Day  27     1962
  Month   5   Day  28     1962
  Month   5   Day  29     1962
  Month   5   Day  30     1962
  Month   5   Day  31     1962
  Month   6   Day   1     1962
  Month   6   Day   2     1962
  Month   6   Day   3     1962
  Month   6   Day   4     1962
  Month   6   Day   5     1962
  Month   6   Day   6     1962
  Month   6   Day   7     1962
  Month   6   Day   8     1962
  Month   6   Day   9     1962
  Month   6   Day  10     1962
  Month   6   Day  11     1962
  Month   6   Day  12     1962
  Month   6   Day  13     1962
  Month   6   Day  14     1962
  Month   6   Day  15     1962
  Month   6   Day  16     1962
  Month   6   Day  17     1962
  Month   6   Day  18     1962
  Month   6   Day  19     1962
  Month   6   Day  20     1962
  Month   6   Day  21     1962
  Month   6   Day  22     1962
  Month   6   Day  23     1962
  Month   6   Day  24     1962
  Month   6   Day  25     1962
  Month   6   Day  26     1962
  Month   6   Day  27     1962
  Month   6   Day  28     1962
  Month   6   Day  29     1962
  Month   6   Day  30     1962
  Month   7   Day   1     1962
  Month   7   Day   2     1962
  Month   7   Day   3     1962
  Month   7   Day   4     1962
  Month   7   Day   5     1962
  Month   7   Day   6     1962
  Month   7   Day   7     1962
  Month   7   Day   8     1962
  Month   7   Day   9     1962
  Month   7   Day  10     1962
  Month   7   Day  11     1962
  Month   7   Day  12     1962
  Month   7   Day  13     1962
  Month   7   Day  14     1962
  Month   7   Day  15     1962
  Month   7   Day  16     1962
  Month   7   Day  17     1962
  Month   7   Day  18     1962
  Month   7   Day  19     1962
  Month   7   Day  20     1962
  Month   7   Day  21     1962
  Month   7   Day  22     1962
  Month   7   Day  23     1962
  Month   7   Day  24     1962
  Month   7   Day  25     1962
  Month   7   Day  26     1962
  Month   7   Day  27     1962
  Month   7   Day  28     1962
  Month   7   Day  29     1962
  Month   7   Day  30     1962
  Month   7   Day  31     1962
  Month   8   Day   1     1962
  Month   8   Day   2     1962
  Month   8   Day   3     1962
  Month   8   Day   4     1962
  Month   8   Day   5     1962
  Month   8   Day   6     1962
  Month   8   Day   7     1962
  Month   8   Day   8     1962
  Month   8   Day   9     1962
  Month   8   Day  10     1962
  Month   8   Day  11     1962
  Month   8   Day  12     1962
  Month   8   Day  13     1962
  Month   8   Day  14     1962
  Month   8   Day  15     1962
  Month   8   Day  16     1962
  Month   8   Day  17     1962
  Month   8   Day  18     1962
  Month   8   Day  19     1962
  Month   8   Day  20     1962
  Month   8   Day  21     1962
  Month   8   Day  22     1962
  Month   8   Day  23     1962
  Month   8   Day  24     1962
  Month   8   Day  25     1962
  Month   8   Day  26     1962
  Month   8   Day  27     1962
  Month   8   Day  28     1962
  Month   8   Day  29     1962
  Month   8   Day  30     1962
  Month   8   Day  31     1962
  Month   9   Day   1     1962
  Month   9   Day   2     1962
  Month   9   Day   3     1962
  Month   9   Day   4     1962
  Month   9   Day   5     1962
  Month   9   Day   6     1962
  Month   9   Day   7     1962
  Month   9   Day   8     1962
  Month   9   Day   9     1962
  Month   9   Day  10     1962
  Month   9   Day  11     1962
  Month   9   Day  12     1962
  Month   9   Day  13     1962
  Month   9   Day  14     1962
  Month   9   Day  15     1962
  Month   9   Day  16     1962
  Month   9   Day  17     1962
  Month   9   Day  18     1962
  Month   9   Day  19     1962
  Month   9   Day  20     1962
  Month   9   Day  21     1962
  Month   9   Day  22     1962
  Month   9   Day  23     1962
  Month   9   Day  24     1962
  Month   9   Day  25     1962
  Month   9   Day  26     1962
  Month   9   Day  27     1962
  Month   9   Day  28     1962
  Month   9   Day  29     1962
  Month   9   Day  30     1962
  Month  10   Day   1     1962
  Month  10   Day   2     1962
  Month  10   Day   3     1962
  Month  10   Day   4     1962
  Month  10   Day   5     1962
  Month  10   Day   6     1962
  Month  10   Day   7     1962
  Month  10   Day   8     1962
  Month  10   Day   9     1962
  Month  10   Day  10     1962
  Month  10   Day  11     1962
  Month  10   Day  12     1962
  Month  10   Day  13     1962
  Month  10   Day  14     1962
  Month  10   Day  15     1962
  Month  10   Day  16     1962
  Month  10   Day  17     1962
  Month  10   Day  18     1962
  Month  10   Day  19     1962
  Month  10   Day  20     1962
  Month  10   Day  21     1962
  Month  10   Day  22     1962
  Month  10   Day  23     1962
  Month  10   Day  24     1962
  Month  10   Day  25     1962
  Month  10   Day  26     1962
  Month  10   Day  27     1962
  Month  10   Day  28     1962
  Month  10   Day  29     1962
  Month  10   Day  30     1962
  Month  10   Day  31     1962
  Month  11   Day   1     1962
  Month  11   Day   2     1962
  Month  11   Day   3     1962
  Month  11   Day   4     1962
  Month  11   Day   5     1962
  Month  11   Day   6     1962    0.00    0.00
  Month  11   Day   7     1962
  Month  11   Day   8     1962
  Month  11   Day   9     1962
  Month  11   Day  10     1962
  Month  11   Day  11     1962
  Month  11   Day  12     1962
  Month  11   Day  13     1962
  Month  11   Day  14     1962
  Month  11   Day  15     1962
  Month  11   Day  16     1962
  Month  11   Day  17     1962
  Month  11   Day  18     1962
  Month  11   Day  19     1962
  Month  11   Day  20     1962    0.00    0.00
  Month  11   Day  21     1962    0.00    0.00
  Month  11   Day  22     1962    0.00    0.00
  Month  11   Day  23     1962    0.02    0.00
  Month  11   Day  24     1962    0.00    0.00
  Month  11   Day  25     1962
  Month  11   Day  26     1962
  Month  11   Day  27     1962
  Month  11   Day  28     1962
  Month  11   Day  29     1962
  Month  11   Day  30     1962
  Month  12   Day   1     1962
  Month  12   Day   2     1962
  Month  12   Day   3     1962
  Month  12   Day   4     1962
  Month  12   Day   5     1962
  Month  12   Day   6     1962    0.02    0.00
  Month  12   Day   7     1962    0.03    0.00
  Month  12   Day   8     1962    0.04    0.00
  Month  12   Day   9     1962    0.05    0.00
  Month  12   Day  10     1962    0.09    0.00
  Month  12   Day  11     1962    0.14    0.00
  Month  12   Day  12     1962    0.20    0.00
  Month  12   Day  13     1962    0.23    0.00
  Month  12   Day  14     1962    0.24    0.00
  Month  12   Day  15     1962    0.25    0.01
  Month  12   Day  16     1962    0.25    0.01
  Month  12   Day  17     1962    0.24    0.01
  Month  12   Day  18     1962    0.23    0.00
  Month  12   Day  19     1962    0.21    0.00
  Month  12   Day  20     1962    0.20    0.00
  Month  12   Day  21     1962    0.21    0.00
  Month  12   Day  22     1962    0.22    0.00
  Month  12   Day  23     1962    0.21    0.02
  Month  12   Day  24     1962    0.23    0.02
  Month  12   Day  25     1962    0.25    0.02
  Month  12   Day  26     1962    0.26    0.02
  Month  12   Day  27     1962    0.28    0.02
  Month  12   Day  28     1962    0.29    0.02
  Month  12   Day  29     1962    0.29    0.02
  Month  12   Day  30     1962    0.31    0.02
  Month  12   Day  31     1962    0.32    0.02
  Month   1   Day   1     1963    0.32    0.02
  Month   1   Day   2     1963    0.32    0.01
  Month   1   Day   3     1963    0.31    0.00
  Month   1   Day   4     1963    0.29    0.00
  Month   1   Day   5     1963    0.28    0.00
  Month   1   Day   6     1963    0.27    0.00
  Month   1   Day   7     1963    0.25    0.00
  Month   1   Day   8     1963    0.23    0.00
  Month   1   Day   9     1963    0.20    0.00
  Month   1   Day  10     1963    0.19    0.00
  Month   1   Day  11     1963    0.21    0.00
  Month   1   Day  12     1963    0.24    0.00
  Month   1   Day  13     1963    0.26    0.01
  Month   1   Day  14     1963    0.28    0.01
  Month   1   Day  15     1963    0.31    0.01
  Month   1   Day  16     1963    0.33    0.01
  Month   1   Day  17     1963    0.34    0.01
  Month   1   Day  18     1963    0.35    0.01
  Month   1   Day  19     1963    0.37    0.01
  Month   1   Day  20     1963    0.39    0.01
  Month   1   Day  21     1963    0.41    0.02
  Month   1   Day  22     1963    0.42    0.02
  Month   1   Day  23     1963    0.45    0.02
  Month   1   Day  24     1963    0.46    0.02
  Month   1   Day  25     1963    0.47    0.02
  Month   1   Day  26     1963    0.48    0.02
  Month   1   Day  27     1963    0.49    0.02
  Month   1   Day  28     1963    0.50    0.02
  Month   1   Day  29     1963    0.51    0.02
  Month   1   Day  30     1963    0.52    0.02
  Month   1   Day  31     1963    0.53    0.02
  Month   2   Day   1     1963    0.53    0.02
  Month   2   Day   2     1963    0.53    0.01
  Month   2   Day   3     1963    0.54    0.01
  Month   2   Day   4     1963    0.55    0.01
  Month   2   Day   5     1963    0.55    0.01
  Month   2   Day   6     1963    0.53    0.00
  Month   2   Day   7     1963    0.51    0.00
  Month   2   Day   8     1963    0.50    0.00
  Month   2   Day   9     1963    0.50    0.00
  Month   2   Day  10     1963    0.51    0.01
  Month   2   Day  11     1963    0.51    0.02
  Month   2   Day  12     1963    0.51    0.02
  Month   2   Day  13     1963    0.51    0.02
  Month   2   Day  14     1963    0.51    0.02
  Month   2   Day  15     1963    0.51    0.02
  Month   2   Day  16     1963    0.52    0.02
  Month   2   Day  17     1963    0.52    0.02
  Month   2   Day  18     1963    0.50    0.00
  Month   2   Day  19     1963    0.50    0.00
  Month   2   Day  20     1963    0.50    0.01
  Month   2   Day  21     1963    0.51    0.01
  Month   2   Day  22     1963    0.53    0.01
  Month   2   Day  23     1963    0.54    0.01
  Month   2   Day  24     1963    0.54    0.01
  Month   2   Day  25     1963    0.55    0.01
  Month   2   Day  26     1963    0.56    0.01
  Month   2   Day  27     1963    0.56    0.01
  Month   2   Day  28     1963    0.53    0.00
  Month   3   Day   1     1963    0.53    0.00
   4.000000       13.00000    
  Month   3   Day   2     1963    0.52    0.00
  Month   3   Day   3     1963    0.48    0.00
  Month   3   Day   4     1963    0.47    0.00
  Month   3   Day   5     1963    0.44    0.00
  Month   3   Day   6     1963    0.44    0.00
  Month   3   Day   7     1963    0.42    0.00
  Month   3   Day   8     1963    0.42    0.00
  Month   3   Day   9     1963    0.42    0.00
  Month   3   Day  10     1963    0.42    0.01
  Month   3   Day  11     1963    0.42    0.01
  Month   3   Day  12     1963    0.40    0.00
  Month   3   Day  13     1963    0.38    0.00
  Month   3   Day  14     1963    0.38    0.00
  Month   3   Day  15     1963    0.34    0.00
  Month   3   Day  16     1963    0.31    0.00
  Month   3   Day  17     1963    0.28    0.00
  Month   3   Day  18     1963    0.26    0.00
  Month   3   Day  19     1963    0.26    0.00
  Month   3   Day  20     1963    0.25    0.02
  Month   3   Day  21     1963    0.24    0.00
  Month   3   Day  22     1963    0.24    0.00
  Month   3   Day  23     1963    0.20    0.00
  Month   3   Day  24     1963    0.15    0.00
  Month   3   Day  25     1963    0.10    0.00
  Month   3   Day  26     1963    0.06    0.00
  Month   3   Day  27     1963    0.01    0.00
  Month   3   Day  28     1963
  Month   3   Day  29     1963
  Month   3   Day  30     1963
  Month   3   Day  31     1963
  Month   4   Day   1     1963
  Month   4   Day   2     1963
  Month   4   Day   3     1963
